2016ID,packID,row,group.position,position,maternalID,paternalID,maternalpositionID,maternalrow,maternalposition,seed.mass,cohort,row,position,planting.notes
886,129,206,7,6.8,529,NA,1231,300,48.8,9.66,field,206,6.8,
887,129,206,7,6.9,529,NA,1231,300,48.8,NA,field,206,6.9,
888,129,206,7,7,529,NA,1231,300,48.8,NA,field,206,7,
889,129,206,7,7.1,529,NA,1231,300,48.8,NA,field,206,7.1,
890,129,206,7,7.2,529,NA,1231,300,48.8,NA,field,206,7.2,
891,130,206,9,8.8,534,NA,621,116,48.8,13.26,field,206,8.8,
892,130,206,9,8.9,534,NA,621,116,48.8,NA,field,206,8.9,
893,130,206,9,9,534,NA,621,116,48.8,NA,field,206,9,
894,130,206,9,9.1,534,NA,621,116,48.8,NA,field,206,9.1,
895,130,206,9,9.2,534,NA,621,116,48.8,NA,field,206,9.2,
896,131,206,11,10.8,522,NA,285,108,13.2,11.62,field,206,10.8,
897,131,206,11,10.9,522,NA,285,108,13.2,NA,field,206,10.9,
898,131,206,11,11,522,NA,285,108,13.2,NA,field,206,11,
899,131,206,11,11.1,522,NA,285,108,13.2,NA,field,206,11.1,
900,131,206,11,11.2,522,NA,285,108,13.2,NA,field,206,11.2,
901,132,206,13,12.8,534,NA,621,116,48.8,14.7,field,206,12.8,
902,132,206,13,12.9,534,NA,621,116,48.8,NA,field,206,12.9,
903,132,206,13,13,534,NA,621,116,48.8,NA,field,206,13,
904,132,206,13,13.1,534,NA,621,116,48.8,NA,field,206,13.1,
905,132,206,13,13.2,534,NA,621,116,48.8,NA,field,206,13.2,
906,133,206,15,14.8,550,NA,64,100,25.1,13.75,field,206,14.8,
907,133,206,15,14.9,550,NA,64,100,25.1,NA,field,206,14.9,
908,133,206,15,15,550,NA,64,100,25.1,NA,field,206,15,
909,133,206,15,15.1,550,NA,64,100,25.1,NA,field,206,15.1,
910,133,206,15,15.2,550,NA,64,100,25.1,NA,field,206,15.2,
911,134,206,17,16.8,568,NA,712,118,34.9,10.57,field,206,16.8,
912,134,206,17,16.9,568,NA,712,118,34.9,NA,field,206,16.9,
913,134,206,17,17,568,NA,712,118,34.9,NA,field,206,17,
914,134,206,17,17.1,568,NA,712,118,34.9,NA,field,206,17.1,
915,134,206,17,17.2,568,NA,712,118,34.9,NA,field,206,17.2,
916,135,206,19,18.8,522,NA,285,108,13.2,9.21,field,206,18.8,
917,135,206,19,18.9,522,NA,285,108,13.2,NA,field,206,18.9,
918,135,206,19,19,522,NA,285,108,13.2,NA,field,206,19,
919,135,206,19,19.1,522,NA,285,108,13.2,NA,field,206,19.1,
920,135,206,19,19.2,522,NA,285,108,13.2,NA,field,206,19.2,
921,136,206,21,20.8,562,NA,471,112,38.8,9.55,field,206,20.8,
922,136,206,21,20.9,562,NA,471,112,38.8,NA,field,206,20.9,
923,136,206,21,21,562,NA,471,112,38.8,NA,field,206,21,
924,136,206,21,21.1,562,NA,471,112,38.8,NA,field,206,21.1,
925,136,206,21,21.2,562,NA,471,112,38.8,NA,field,206,21.2,
926,137,206,23,22.8,561,NA,1467,324,42.9,9.75,field,206,22.8,
927,137,206,23,22.9,561,NA,1467,324,42.9,NA,field,206,22.9,
928,137,206,23,23,561,NA,1467,324,42.9,NA,field,206,23,
929,137,206,23,23.1,561,NA,1467,324,42.9,NA,field,206,23.1,
930,137,206,23,23.2,561,NA,1467,324,42.9,NA,field,206,23.2,
931,138,206,25,24.8,530,NA,1009,210,7.1,5.01,field,206,24.8,
932,138,206,25,24.9,530,NA,1009,210,7.1,NA,field,206,24.9,
933,138,206,25,25,530,NA,1009,210,7.1,NA,field,206,25,
934,138,206,25,25.1,530,NA,1009,210,7.1,NA,field,206,25.1,
935,138,206,25,25.2,530,NA,1009,210,7.1,NA,field,206,25.2,
936,139,206,27,26.8,556,NA,1376,324,6.8,7.07,field,206,26.8,
937,139,206,27,26.9,556,NA,1376,324,6.8,NA,field,206,26.9,
938,139,206,27,27,556,NA,1376,324,6.8,NA,field,206,27,
939,139,206,27,27.1,556,NA,1376,324,6.8,NA,field,206,27.1,
940,139,206,27,27.2,556,NA,1376,324,6.8,NA,field,206,27.2,
941,140,206,29,28.8,568,NA,714,118,35.1,12.85,field,206,28.8,
942,140,206,29,28.9,568,NA,714,118,35.1,NA,field,206,28.9,
943,140,206,29,29,568,NA,714,118,35.1,NA,field,206,29,
944,140,206,29,29.1,568,NA,714,118,35.1,NA,field,206,29.1,
945,140,206,29,29.2,568,NA,714,118,35.1,NA,field,206,29.2,
946,141,206,31,30.8,547,NA,1062,210,28.9,10.15,field,206,30.8,
947,141,206,31,30.9,547,NA,1062,210,28.9,NA,field,206,30.9,
948,141,206,31,31,547,NA,1062,210,28.9,NA,field,206,31,
949,141,206,31,31.1,547,NA,1062,210,28.9,NA,field,206,31.1,
950,141,206,31,31.2,547,NA,1062,210,28.9,NA,field,206,31.2,
951,142,206,33,32.8,521,NA,772,124,10.9,8.65,field,206,32.8,
952,142,206,33,32.9,521,NA,772,124,10.9,NA,field,206,32.9,
953,142,206,33,33,521,NA,772,124,10.9,NA,field,206,33,
954,142,206,33,33.1,521,NA,772,124,10.9,NA,field,206,33.1,
955,142,206,33,33.2,521,NA,772,124,10.9,NA,field,206,33.2,
956,143,206,35,34.8,561,NA,1260,310,9.2,12.08,field,206,34.8,
957,143,206,35,34.9,561,NA,1260,310,9.2,NA,field,206,34.9,
958,143,206,35,35,561,NA,1260,310,9.2,NA,field,206,35,
959,143,206,35,35.1,561,NA,1260,310,9.2,NA,field,206,35.1,
960,143,206,35,35.2,561,NA,1260,310,9.2,NA,field,206,35.2,
961,144,206,37,36.8,563,NA,855,124,43.2,8.68,field,206,36.8,
962,144,206,37,36.9,563,NA,855,124,43.2,NA,field,206,36.9,
963,144,206,37,37,563,NA,855,124,43.2,NA,field,206,37,
964,144,206,37,37.1,563,NA,855,124,43.2,NA,field,206,37.1,
965,144,206,37,37.2,563,NA,855,124,43.2,NA,field,206,37.2,
966,145,206,39,38.8,556,NA,1217,300,42.9,7.11,field,206,38.8,
967,145,206,39,38.9,556,NA,1217,300,42.9,NA,field,206,38.9,
968,145,206,39,39,556,NA,1217,300,42.9,NA,field,206,39,
969,145,206,39,39.1,556,NA,1217,300,42.9,NA,field,206,39.1,
970,145,206,39,39.2,556,NA,1217,300,42.9,NA,field,206,39.2,
971,146,206,41,40.8,560,NA,352,108,40.9,6.43,field,206,40.8,
972,146,206,41,40.9,560,NA,352,108,40.9,NA,field,206,40.9,
973,146,206,41,41,560,NA,352,108,40.9,NA,field,206,41,
974,146,206,41,41.1,560,NA,352,108,40.9,NA,field,206,41.1,
975,146,206,41,41.2,560,NA,352,108,40.9,NA,field,206,41.2,
976,147,206,43,42.8,550,NA,504,116,1.1,9.49,field,206,42.8,
977,147,206,43,42.9,550,NA,504,116,1.1,NA,field,206,42.9,
978,147,206,43,43,550,NA,504,116,1.1,NA,field,206,43,
979,147,206,43,43.1,550,NA,504,116,1.1,NA,field,206,43.1,
980,147,206,43,43.2,550,NA,504,116,1.1,NA,field,206,43.2,
981,148,206,45,44.8,564,NA,133,102,3,5.74,field,206,44.8,
982,148,206,45,44.9,564,NA,133,102,3,NA,field,206,44.9,
983,148,206,45,45,564,NA,133,102,3,NA,field,206,45,
984,148,206,45,45.1,564,NA,133,102,3,NA,field,206,45.1,
985,148,206,45,45.2,564,NA,133,102,3,NA,field,206,45.2,
986,149,206,47,46.8,556,NA,1376,324,6.8,12.78,field,206,46.8,
987,149,206,47,46.9,556,NA,1376,324,6.8,NA,field,206,46.9,
988,149,206,47,47,556,NA,1376,324,6.8,NA,field,206,47,
989,149,206,47,47.1,556,NA,1376,324,6.8,NA,field,206,47.1,
990,149,206,47,47.2,556,NA,1376,324,6.8,NA,field,206,47.2,
991,160,209,1,0.8,48,43,NA,NA,NA,6.41,greenhouse,209,0.8,
992,160,209,1,0.9,48,43,NA,NA,NA,NA,greenhouse,209,0.9,
993,160,209,1,1,48,43,NA,NA,NA,NA,greenhouse,209,1,
994,160,209,1,1.1,48,43,NA,NA,NA,NA,greenhouse,209,1.1,
995,160,209,1,1.2,48,43,NA,NA,NA,NA,greenhouse,209,1.2,
996,163,209,3,2.8,53,31,NA,NA,NA,9.64,greenhouse,209,2.8,
997,163,209,3,2.9,53,31,NA,NA,NA,NA,greenhouse,209,2.9,
998,163,209,3,3,53,31,NA,NA,NA,NA,greenhouse,209,3,
999,163,209,3,3.1,53,31,NA,NA,NA,NA,greenhouse,209,3.1,
1000,163,209,3,3.2,53,31,NA,NA,NA,NA,greenhouse,209,3.2,
1001,167,209,5,4.8,40,43,NA,NA,NA,9.25,greenhouse,209,4.8,
1002,167,209,5,4.9,40,43,NA,NA,NA,NA,greenhouse,209,4.9,
1003,167,209,5,5,40,43,NA,NA,NA,NA,greenhouse,209,5,
1004,167,209,5,5.1,40,43,NA,NA,NA,NA,greenhouse,209,5.1,
1005,167,209,5,5.2,40,43,NA,NA,NA,NA,greenhouse,209,5.2,
1006,175,209,7,6.8,10,24,NA,NA,NA,10.36,greenhouse,209,6.8,
1007,175,209,7,6.9,10,24,NA,NA,NA,NA,greenhouse,209,6.9,
1008,175,209,7,7,10,24,NA,NA,NA,NA,greenhouse,209,7,
1009,175,209,7,7.1,10,24,NA,NA,NA,NA,greenhouse,209,7.1,
1010,175,209,7,7.2,10,24,NA,NA,NA,NA,greenhouse,209,7.2,
1011,178,209,9,8.8,10,24,NA,NA,NA,9.61,greenhouse,209,8.8,
1012,178,209,9,8.9,10,24,NA,NA,NA,NA,greenhouse,209,8.9,
1013,178,209,9,9,10,24,NA,NA,NA,NA,greenhouse,209,9,
1014,178,209,9,9.1,10,24,NA,NA,NA,NA,greenhouse,209,9.1,
1015,178,209,9,9.2,10,24,NA,NA,NA,NA,greenhouse,209,9.2,
1016,179,209,11,10.8,22,31,NA,NA,NA,9.61,greenhouse,209,10.8,
1017,179,209,11,10.9,22,31,NA,NA,NA,NA,greenhouse,209,10.9,
1018,179,209,11,11,22,31,NA,NA,NA,NA,greenhouse,209,11,
1019,179,209,11,11.1,22,31,NA,NA,NA,NA,greenhouse,209,11.1,
1020,179,209,11,11.2,22,31,NA,NA,NA,NA,greenhouse,209,11.2,
1021,184,209,13,12.8,45,8,NA,NA,NA,9.95,greenhouse,209,12.8,
1022,184,209,13,12.9,45,8,NA,NA,NA,NA,greenhouse,209,12.9,
1023,184,209,13,13,45,8,NA,NA,NA,NA,greenhouse,209,13,
1024,184,209,13,13.1,45,8,NA,NA,NA,NA,greenhouse,209,13.1,
1025,184,209,13,13.2,45,8,NA,NA,NA,NA,greenhouse,209,13.2,
1026,188,209,15,14.8,28,69,NA,NA,NA,8.79,greenhouse,209,14.8,
1027,188,209,15,14.9,28,69,NA,NA,NA,NA,greenhouse,209,14.9,
1028,188,209,15,15,28,69,NA,NA,NA,NA,greenhouse,209,15,
1029,188,209,15,15.1,28,69,NA,NA,NA,NA,greenhouse,209,15.1,
1030,188,209,15,15.2,28,69,NA,NA,NA,NA,greenhouse,209,15.2,
1031,189,209,17,16.8,23,27,NA,NA,NA,10.49,greenhouse,209,16.8,
1032,189,209,17,16.9,23,27,NA,NA,NA,NA,greenhouse,209,16.9,
1033,189,209,17,17,23,27,NA,NA,NA,NA,greenhouse,209,17,
1034,189,209,17,17.1,23,27,NA,NA,NA,NA,greenhouse,209,17.1,
1035,189,209,17,17.2,23,27,NA,NA,NA,NA,greenhouse,209,17.2,
1036,193,209,19,18.8,28,69,NA,NA,NA,8.62,greenhouse,209,18.8,
1037,193,209,19,18.9,28,69,NA,NA,NA,NA,greenhouse,209,18.9,
1038,193,209,19,19,28,69,NA,NA,NA,NA,greenhouse,209,19,
1039,193,209,19,19.1,28,69,NA,NA,NA,NA,greenhouse,209,19.1,
1040,193,209,19,19.2,28,69,NA,NA,NA,NA,greenhouse,209,19.2,
1041,194,209,21,20.8,62,52,NA,NA,NA,11.49,greenhouse,209,20.8,
1042,194,209,21,20.9,62,52,NA,NA,NA,NA,greenhouse,209,20.9,
1043,194,209,21,21,62,52,NA,NA,NA,NA,greenhouse,209,21,
1044,194,209,21,21.1,62,52,NA,NA,NA,NA,greenhouse,209,21.1,
1045,194,209,21,21.2,62,52,NA,NA,NA,NA,greenhouse,209,21.2,
1046,198,209,23,22.8,44,25,NA,NA,NA,6.88,greenhouse,209,22.8,
1047,198,209,23,22.9,44,25,NA,NA,NA,NA,greenhouse,209,22.9,
1048,198,209,23,23,44,25,NA,NA,NA,NA,greenhouse,209,23,
1049,198,209,23,23.1,44,25,NA,NA,NA,NA,greenhouse,209,23.1,
1050,198,209,23,23.2,44,25,NA,NA,NA,NA,greenhouse,209,23.2,
1051,199,209,25,24.8,47,67,NA,NA,NA,11.29,greenhouse,209,24.8,
1052,199,209,25,24.9,47,67,NA,NA,NA,NA,greenhouse,209,24.9,
1053,199,209,25,25,47,67,NA,NA,NA,NA,greenhouse,209,25,
1054,199,209,25,25.1,47,67,NA,NA,NA,NA,greenhouse,209,25.1,
1055,NA,209,25,25.2,NA,NA,NA,NA,NA,NA,greenhouse,209,25.2,no seed planted
1056,203,209,27,26.8,76,42,NA,NA,NA,8.61,greenhouse,209,26.8,
1057,203,209,27,26.9,76,42,NA,NA,NA,NA,greenhouse,209,26.9,
1058,203,209,27,27,76,42,NA,NA,NA,NA,greenhouse,209,27,
1059,203,209,27,27.1,76,42,NA,NA,NA,NA,greenhouse,209,27.1,
1060,203,209,27,27.2,76,42,NA,NA,NA,NA,greenhouse,209,27.2,
1061,204,209,29,28.8,46,69,NA,NA,NA,7.28,greenhouse,209,28.8,
1062,204,209,29,28.9,46,69,NA,NA,NA,NA,greenhouse,209,28.9,
1063,204,209,29,29,46,69,NA,NA,NA,NA,greenhouse,209,29,
1064,204,209,29,29.1,46,69,NA,NA,NA,NA,greenhouse,209,29.1,
1065,204,209,29,29.2,46,69,NA,NA,NA,NA,greenhouse,209,29.2,
1066,206,209,31,30.8,11,27,NA,NA,NA,11.89,greenhouse,209,30.8,
1067,206,209,31,30.9,11,27,NA,NA,NA,NA,greenhouse,209,30.9,
1068,206,209,31,31,11,27,NA,NA,NA,NA,greenhouse,209,31,
1069,206,209,31,31.1,11,27,NA,NA,NA,NA,greenhouse,209,31.1,
1070,206,209,31,31.2,11,27,NA,NA,NA,NA,greenhouse,209,31.2,
1071,209,209,33,32.8,90,96,NA,NA,NA,7.85,greenhouse,209,32.8,
1072,209,209,33,32.9,90,96,NA,NA,NA,NA,greenhouse,209,32.9,
1073,209,209,33,33,90,96,NA,NA,NA,NA,greenhouse,209,33,
1074,209,209,33,33.1,90,96,NA,NA,NA,NA,greenhouse,209,33.1,
1075,209,209,33,33.2,90,96,NA,NA,NA,NA,greenhouse,209,33.2,
1076,213,209,35,34.8,16,43,NA,NA,NA,10.5,greenhouse,209,34.8,
1077,213,209,35,34.9,16,43,NA,NA,NA,NA,greenhouse,209,34.9,
1078,213,209,35,35,16,43,NA,NA,NA,NA,greenhouse,209,35,
1079,213,209,35,35.1,16,43,NA,NA,NA,NA,greenhouse,209,35.1,
1080,213,209,35,35.2,16,43,NA,NA,NA,NA,greenhouse,209,35.2,
1081,216,209,37,36.8,34,75,NA,NA,NA,10.45,greenhouse,209,36.8,
1082,216,209,37,36.9,34,75,NA,NA,NA,NA,greenhouse,209,36.9,seed is at large
1083,216,209,37,37,34,75,NA,NA,NA,NA,greenhouse,209,37,
1084,216,209,37,37.1,34,75,NA,NA,NA,NA,greenhouse,209,37.1,
1085,216,209,37,37.2,34,75,NA,NA,NA,NA,greenhouse,209,37.2,
1086,217,209,39,38.8,51,55,NA,NA,NA,7.69,greenhouse,209,38.8,
1087,217,209,39,38.9,51,55,NA,NA,NA,NA,greenhouse,209,38.9,
1088,217,209,39,39,51,55,NA,NA,NA,NA,greenhouse,209,39,
1089,217,209,39,39.1,51,55,NA,NA,NA,NA,greenhouse,209,39.1,
1090,217,209,39,39.2,51,55,NA,NA,NA,NA,greenhouse,209,39.2,
1091,221,209,41,40.8,29,75,NA,NA,NA,8.45,greenhouse,209,40.8,
1092,221,209,41,40.9,29,75,NA,NA,NA,NA,greenhouse,209,40.9,
1093,221,209,41,41,29,75,NA,NA,NA,NA,greenhouse,209,41,
1094,221,209,41,41.1,29,75,NA,NA,NA,NA,greenhouse,209,41.1,
1095,221,209,41,41.2,29,75,NA,NA,NA,NA,greenhouse,209,41.2,
1096,224,209,43,42.8,48,43,NA,NA,NA,8.4,greenhouse,209,42.8,
1097,224,209,43,42.9,48,43,NA,NA,NA,NA,greenhouse,209,42.9,
1098,224,209,43,43,48,43,NA,NA,NA,NA,greenhouse,209,43,
1099,224,209,43,43.1,48,43,NA,NA,NA,NA,greenhouse,209,43.1,
1100,224,209,43,43.2,48,43,NA,NA,NA,NA,greenhouse,209,43.2,
1101,225,209,45,44.8,79,75,NA,NA,NA,10.26,greenhouse,209,44.8,
1102,225,209,45,44.9,79,75,NA,NA,NA,NA,greenhouse,209,44.9,
1103,225,209,45,45,79,75,NA,NA,NA,NA,greenhouse,209,45,
1104,225,209,45,45.1,79,75,NA,NA,NA,NA,greenhouse,209,45.1,
1105,225,209,45,45.2,79,75,NA,NA,NA,NA,greenhouse,209,45.2,
1106,227,209,47,46.8,16,43,NA,NA,NA,9.63,greenhouse,209,46.8,
1107,227,209,47,46.9,16,43,NA,NA,NA,NA,greenhouse,209,46.9,
1108,227,209,47,47,16,43,NA,NA,NA,NA,greenhouse,209,47,
1109,227,209,47,47.1,16,43,NA,NA,NA,NA,greenhouse,209,47.1,
1110,227,209,47,47.2,16,43,NA,NA,NA,NA,greenhouse,209,47.2,
1111,231,212,1,0.8,62,52,NA,NA,NA,8.61,greenhouse,212,0.8,
1112,231,212,1,0.9,62,52,NA,NA,NA,NA,greenhouse,212,0.9,
1113,231,212,1,1,62,52,NA,NA,NA,NA,greenhouse,212,1,
1114,231,212,1,1.1,62,52,NA,NA,NA,NA,greenhouse,212,1.1,
1115,231,212,1,1.2,62,52,NA,NA,NA,NA,greenhouse,212,1.2,
1116,232,212,3,2.8,7,8,NA,NA,NA,11.47,greenhouse,212,2.8,
1117,232,212,3,2.9,7,8,NA,NA,NA,NA,greenhouse,212,2.9,
1118,232,212,3,3,7,8,NA,NA,NA,NA,greenhouse,212,3,
1119,232,212,3,3.1,7,8,NA,NA,NA,NA,greenhouse,212,3.1,
1120,232,212,3,3.2,7,8,NA,NA,NA,NA,greenhouse,212,3.2,
1121,234,212,5,4.8,33,61,NA,NA,NA,13.71,greenhouse,212,4.8,
1122,234,212,5,4.9,33,61,NA,NA,NA,NA,greenhouse,212,4.9,
1123,234,212,5,5,33,61,NA,NA,NA,NA,greenhouse,212,5,
1124,234,212,5,5.1,33,61,NA,NA,NA,NA,greenhouse,212,5.1,
1125,234,212,5,5.2,33,61,NA,NA,NA,NA,greenhouse,212,5.2,
1126,235,212,7,6.8,82,42,NA,NA,NA,14.62,greenhouse,212,6.8,
1127,235,212,7,6.9,82,42,NA,NA,NA,NA,greenhouse,212,6.9,
1128,235,212,7,7,82,42,NA,NA,NA,NA,greenhouse,212,7,
1129,235,212,7,7.1,82,42,NA,NA,NA,NA,greenhouse,212,7.1,
1130,235,212,7,7.2,82,42,NA,NA,NA,NA,greenhouse,212,7.2,
1131,236,212,9,8.8,11,27,NA,NA,NA,12.24,greenhouse,212,8.8,
1132,236,212,9,8.9,11,27,NA,NA,NA,NA,greenhouse,212,8.9,
1133,236,212,9,9,11,27,NA,NA,NA,NA,greenhouse,212,9,
1134,236,212,9,9.1,11,27,NA,NA,NA,NA,greenhouse,212,9.1,
1135,236,212,9,9.2,11,27,NA,NA,NA,NA,greenhouse,212,9.2,
1136,237,212,11,10.8,74,25,NA,NA,NA,11.22,greenhouse,212,10.8,
1137,237,212,11,10.9,74,25,NA,NA,NA,NA,greenhouse,212,10.9,
1138,237,212,11,11,74,25,NA,NA,NA,NA,greenhouse,212,11,
1139,237,212,11,11.1,74,25,NA,NA,NA,NA,greenhouse,212,11.1,
1140,237,212,11,11.2,74,25,NA,NA,NA,NA,greenhouse,212,11.2,
1141,238,212,13,12.8,80,15,NA,NA,NA,11.99,greenhouse,212,12.8,
1142,238,212,13,12.9,80,15,NA,NA,NA,NA,greenhouse,212,12.9,
1143,238,212,13,13,80,15,NA,NA,NA,NA,greenhouse,212,13,
1144,238,212,13,13.1,80,15,NA,NA,NA,NA,greenhouse,212,13.1,
1145,238,212,13,13.2,80,15,NA,NA,NA,NA,greenhouse,212,13.2,
1146,240,212,15,14.8,82,42,NA,NA,NA,15.23,greenhouse,212,14.8,
1147,240,212,15,14.9,82,42,NA,NA,NA,NA,greenhouse,212,14.9,
1148,240,212,15,15,82,42,NA,NA,NA,NA,greenhouse,212,15,
1149,240,212,15,15.1,82,42,NA,NA,NA,NA,greenhouse,212,15.1,
1150,240,212,15,15.2,82,42,NA,NA,NA,NA,greenhouse,212,15.2,
1151,244,212,17,16.8,10,24,NA,NA,NA,7.86,greenhouse,212,16.8,
1152,244,212,17,16.9,10,24,NA,NA,NA,NA,greenhouse,212,16.9,
1153,244,212,17,17,10,24,NA,NA,NA,NA,greenhouse,212,17,
1154,244,212,17,17.1,10,24,NA,NA,NA,NA,greenhouse,212,17.1,
1155,244,212,17,17.2,10,24,NA,NA,NA,NA,greenhouse,212,17.2,
1156,246,212,19,18.8,22,31,NA,NA,NA,9.27,greenhouse,212,18.8,
1157,246,212,19,18.9,22,31,NA,NA,NA,NA,greenhouse,212,18.9,
1158,246,212,19,19,22,31,NA,NA,NA,NA,greenhouse,212,19,
1159,246,212,19,19.1,22,31,NA,NA,NA,NA,greenhouse,212,19.1,
1160,246,212,19,19.2,22,31,NA,NA,NA,NA,greenhouse,212,19.2,
1161,248,212,21,20.8,2,24,NA,NA,NA,10.4,greenhouse,212,20.8,
1162,248,212,21,20.9,2,24,NA,NA,NA,NA,greenhouse,212,20.9,
1163,248,212,21,21,2,24,NA,NA,NA,NA,greenhouse,212,21,
1164,248,212,21,21.1,2,24,NA,NA,NA,NA,greenhouse,212,21.1,
1165,248,212,21,21.2,2,24,NA,NA,NA,NA,greenhouse,212,21.2,
1166,253,212,23,22.8,33,61,NA,NA,NA,12.32,greenhouse,212,22.8,
1167,253,212,23,22.9,33,61,NA,NA,NA,NA,greenhouse,212,22.9,
1168,253,212,23,23,33,61,NA,NA,NA,NA,greenhouse,212,23,
1169,253,212,23,23.1,33,61,NA,NA,NA,NA,greenhouse,212,23.1,
1170,253,212,23,23.2,33,61,NA,NA,NA,NA,greenhouse,212,23.2,
1171,255,212,25,24.8,97,52,NA,NA,NA,10.91,greenhouse,212,24.8,
1172,255,212,25,24.9,97,52,NA,NA,NA,NA,greenhouse,212,24.9,
1173,255,212,25,25,97,52,NA,NA,NA,NA,greenhouse,212,25,
1174,255,212,25,25.1,97,52,NA,NA,NA,NA,greenhouse,212,25.1,
1175,255,212,25,25.2,97,52,NA,NA,NA,NA,greenhouse,212,25.2,
1176,256,212,27,26.8,56,27,NA,NA,NA,9.67,greenhouse,212,26.8,
1177,256,212,27,26.9,56,27,NA,NA,NA,NA,greenhouse,212,26.9,
1178,256,212,27,27,56,27,NA,NA,NA,NA,greenhouse,212,27,
1179,256,212,27,27.1,56,27,NA,NA,NA,NA,greenhouse,212,27.1,
1180,256,212,27,27.2,56,27,NA,NA,NA,NA,greenhouse,212,27.2,
1181,257,212,29,28.8,29,75,NA,NA,NA,8.93,greenhouse,212,28.8,
1182,257,212,29,28.9,29,75,NA,NA,NA,NA,greenhouse,212,28.9,
1183,257,212,29,29,29,75,NA,NA,NA,NA,greenhouse,212,29,
1184,257,212,29,29.1,29,75,NA,NA,NA,NA,greenhouse,212,29.1,
1185,257,212,29,29.2,29,75,NA,NA,NA,NA,greenhouse,212,29.2,
1186,258,212,31,30.8,12,8,NA,NA,NA,15.13,greenhouse,212,30.8,
1187,258,212,31,30.9,12,8,NA,NA,NA,NA,greenhouse,212,30.9,
1188,258,212,31,31,12,8,NA,NA,NA,NA,greenhouse,212,31,
1189,258,212,31,31.1,12,8,NA,NA,NA,NA,greenhouse,212,31.1,
1190,258,212,31,31.2,12,8,NA,NA,NA,NA,greenhouse,212,31.2,
1191,259,212,33,32.8,64,21,NA,NA,NA,9.71,greenhouse,212,32.8,
1192,259,212,33,32.9,64,21,NA,NA,NA,NA,greenhouse,212,32.9,
1193,259,212,33,33,64,21,NA,NA,NA,NA,greenhouse,212,33,
1194,259,212,33,33.1,64,21,NA,NA,NA,NA,greenhouse,212,33.1,
1195,259,212,33,33.2,64,21,NA,NA,NA,NA,greenhouse,212,33.2,
1196,260,212,35,34.8,39,15,NA,NA,NA,9.23,greenhouse,212,34.8,
1197,260,212,35,34.9,39,15,NA,NA,NA,NA,greenhouse,212,34.9,
1198,260,212,35,35,39,15,NA,NA,NA,NA,greenhouse,212,35,
1199,260,212,35,35.1,39,15,NA,NA,NA,NA,greenhouse,212,35.1,
1200,260,212,35,35.2,39,15,NA,NA,NA,NA,greenhouse,212,35.2,
1201,264,212,37,36.8,72,21,NA,NA,NA,11.93,greenhouse,212,36.8,
1202,264,212,37,36.9,72,21,NA,NA,NA,NA,greenhouse,212,36.9,
1203,264,212,37,37,72,21,NA,NA,NA,NA,greenhouse,212,37,
1204,264,212,37,37.1,72,21,NA,NA,NA,NA,greenhouse,212,37.1,
1205,264,212,37,37.2,72,21,NA,NA,NA,NA,greenhouse,212,37.2,
1206,271,212,39,38.8,39,15,NA,NA,NA,11.36,greenhouse,212,38.8,
1207,271,212,39,38.9,39,15,NA,NA,NA,NA,greenhouse,212,38.9,
1208,271,212,39,39,39,15,NA,NA,NA,NA,greenhouse,212,39,
1209,271,212,39,39.1,39,15,NA,NA,NA,NA,greenhouse,212,39.1,
1210,271,212,39,39.2,39,15,NA,NA,NA,NA,greenhouse,212,39.2,
1211,276,212,41,40.8,72,21,NA,NA,NA,13.91,greenhouse,212,40.8,
1212,276,212,41,40.9,72,21,NA,NA,NA,NA,greenhouse,212,40.9,
1213,276,212,41,41,72,21,NA,NA,NA,NA,greenhouse,212,41,
1214,276,212,41,41.1,72,21,NA,NA,NA,NA,greenhouse,212,41.1,
1215,276,212,41,41.2,72,21,NA,NA,NA,NA,greenhouse,212,41.2,
1216,277,212,43,42.8,71,35,NA,NA,NA,7.86,greenhouse,212,42.8,
1217,277,212,43,42.9,71,35,NA,NA,NA,NA,greenhouse,212,42.9,
1218,277,212,43,43,71,35,NA,NA,NA,NA,greenhouse,212,43,
1219,277,212,43,43.1,71,35,NA,NA,NA,NA,greenhouse,212,43.1,
1220,277,212,43,43.2,71,35,NA,NA,NA,NA,greenhouse,212,43.2,
1221,282,212,45,44.8,97,52,NA,NA,NA,10.17,greenhouse,212,44.8,
1222,282,212,45,44.9,97,52,NA,NA,NA,NA,greenhouse,212,44.9,
1223,282,212,45,45,97,52,NA,NA,NA,NA,greenhouse,212,45,
1224,282,212,45,45.1,97,52,NA,NA,NA,NA,greenhouse,212,45.1,
1225,282,212,45,45.2,97,52,NA,NA,NA,NA,greenhouse,212,45.2,
1226,284,212,47,46.8,10,24,NA,NA,NA,12.04,greenhouse,212,46.8,
1227,284,212,47,46.9,10,24,NA,NA,NA,NA,greenhouse,212,46.9,
1228,284,212,47,47,10,24,NA,NA,NA,NA,greenhouse,212,47,
1229,284,212,47,47.1,10,24,NA,NA,NA,NA,greenhouse,212,47.1,
1230,284,212,47,47.2,10,24,NA,NA,NA,NA,greenhouse,212,47.2,
1231,289,213,1,0.8,86,1,NA,NA,NA,15.79,greenhouse,213,0.8,
1232,289,213,1,0.9,86,1,NA,NA,NA,NA,greenhouse,213,0.9,
1233,289,213,1,1,86,1,NA,NA,NA,NA,greenhouse,213,1,
